Date,Adj Close,Close,High,Low,Open,Volume
2020-02-11,176.4141845703125,184.44000244140625,190.6999969482422,183.5,190.64999389648438,53159900
2020-02-12,176.67247009277344,184.7100067138672,185.85000610351562,181.85000610351562,185.5800018310547,47062900
2020-02-13,175.71592712402344,183.7100067138672,186.22999572753906,182.8699951171875,183.0800018310547,35295800
2020-02-14,177.28456115722656,185.35000610351562,185.41000366210938,182.64999389648438,183.25,23149500
2020-02-18,179.08277893066406,187.22999572753906,187.6999969482422,185.5,185.61000061035156,27792200
2020-02-19,179.61984252929688,187.27999877929688,188.17999267578125,186.47000122070312,188.05999755859375,29997500
2020-02-20,176.87684631347656,184.4199981689453,187.25,181.10000610351562,186.9499969482422,36862400
2020-02-21,171.2853240966797,178.58999633789062,183.5,177.25,183.1699981689453,48572600
2020-02-24,163.9002685546875,170.88999938964844,174.5500030517578,163.22999572753906,167.77000427246094,68311100
2020-02-25,161.19557189941406,168.07000732421875,174.83999633789062,167.64999389648438,174.1999969482422,68073300
2020-02-26,163.20968627929688,170.1699981689453,173.25999450683594,168.2100067138672,169.7100067138672,56206100
2020-02-27,151.71011352539062,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900
2020-02-28,155.3834686279297,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700
2020-03-02,165.7225341796875,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800
2020-03-03,157.78115844726562,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000
2020-03-04,163.5741424560547,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400
2020-03-05,159.46923828125,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300
2020-03-06,154.96148681640625,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100
2020-03-09,144.45933532714844,150.6199951171875,157.75,150.0,151.0,70419300
2020-03-10,154.33804321289062,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400
2020-03-11,147.3462371826172,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600
2020-03-12,133.3721923828125,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400
2020-03-13,152.33349609375,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400
2020-03-16,129.88101196289062,135.4199981689453,149.35000610351562,135.0,140.0,87905900
2020-03-17,140.57498168945312,146.57000732421875,147.5,135.0,140.0,81059800
2020-03-18,134.65736389160156,140.39999389648438,146.0,135.02000427246094,138.0,81593200
2020-03-19,136.8728790283203,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700
2020-03-20,131.73211669921875,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200
2020-03-23,130.4181365966797,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200
2020-03-24,142.27261352539062,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700
2020-03-25,140.91067504882812,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200
2020-03-26,149.72476196289062,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100
2020-03-27,143.57696533203125,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300
2020-03-30,153.67626953125,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300
2020-03-31,151.2593231201172,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200
2020-04-01,145.88839721679688,152.11000061035156,157.75,150.82000732421875,153.0,57969900
2020-04-02,148.90956115722656,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700
2020-04-03,147.53807067871094,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300
2020-04-06,158.5101318359375,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700
2020-04-07,156.80291748046875,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000
2020-04-08,158.3758544921875,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200
2020-04-09,158.3854522705078,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100
2020-04-13,158.7403106689453,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300
2020-04-14,166.59532165527344,173.6999969482422,173.75,168.0,169.0,52874300
2020-04-15,164.8497314453125,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800
2020-04-16,169.7987060546875,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600
2020-04-17,171.29489135742188,178.60000610351562,180.0,175.8699951171875,179.5,52765600
2020-04-20,167.8997039794922,175.05999755859375,178.75,174.99000549316406,176.6300048828125,36669600
2020-04-21,160.955810546875,167.82000732421875,173.6699981689453,166.11000061035156,173.5,56203700
2020-04-22,166.4226837158203,173.52000427246094,174.0,170.82000732421875,171.38999938964844,34620200
2020-04-23,164.4085693359375,171.4199981689453,175.05999755859375,170.91000366210938,174.11000061035156,32790800
2020-04-24,167.41053771972656,174.5500030517578,174.55999755859375,170.7100067138672,172.05999755859375,34277600
2020-04-27,166.93101501464844,174.0500030517578,176.89999389648438,173.3000030517578,176.58999633789062,33194400
2020-04-28,162.86441040039062,169.80999755859375,175.6699981689453,169.38999938964844,175.58999633789062,34392700
2020-04-29,170.17271423339844,177.42999267578125,177.67999267578125,171.8800048828125,173.22000122070312,51286600
2020-04-30,171.8799591064453,179.2100067138672,180.39999389648438,176.22999572753906,180.0,53875900
2020-05-01,167.4297637939453,174.57000732421875,178.63999938964844,174.00999450683594,175.8000030517578,39370500
2020-05-04,171.52508544921875,178.83999633789062,179.0,173.8000030517578,174.49000549316406,30372900
2020-05-05,173.3665313720703,180.75999450683594,183.64999389648438,179.89999389648438,180.6199951171875,36839200
2020-05-06,175.07374572753906,182.5399932861328,184.1999969482422,181.6300048828125,182.0800018310547,32139300
2020-05-07,176.09036254882812,183.60000610351562,184.5500030517578,182.5800018310547,184.1699981689453,28316000
2020-05-08,177.126220703125,184.67999267578125,185.0,183.36000061035156,184.97999572753906,30877800
2020-05-11,179.10198974609375,186.74000549316406,187.50999450683594,182.85000610351562,183.14999389648438,30892700
2020-05-12,175.0449676513672,182.50999450683594,187.0399932861328,182.3000030517578,186.8000030517578,32038200
2020-05-13,172.39788818359375,179.75,184.0500030517578,176.5399932861328,182.5500030517578,44711500
2020-05-14,173.1459503173828,180.52999877929688,180.69000244140625,175.67999267578125,177.5399932861328,41873900
2020-05-15,175.66839599609375,183.16000366210938,187.05999755859375,177.0,179.05999755859375,46610400
2020-05-18,177.34683227539062,184.91000366210938,186.1999969482422,183.9600067138672,185.75,35264500
2020-05-19,176.11917114257812,183.6300048828125,186.60000610351562,183.49000549316406,185.02999877929688,26799100
2020-05-20,178.5620574951172,185.66000366210938,185.85000610351562,183.94000244140625,184.80999755859375,31261300
2020-05-21,176.4173126220703,183.42999267578125,186.6699981689453,183.2899932861328,185.39999389648438,29119500
2020-05-22,176.4942626953125,183.50999450683594,184.4600067138672,182.5399932861328,183.19000244140625,20826900
2020-05-26,174.62843322753906,181.57000732421875,186.5,181.10000610351562,186.33999633789062,36073600
2020-05-27,174.8592071533203,181.80999755859375,181.99000549316406,176.60000610351562,180.1999969482422,39517100
2020-05-28,174.46487426757812,181.39999389648438,184.14999389648438,180.3800048828125,180.74000549316406,33810200
2020-05-29,176.2441864013672,183.25,184.27000427246094,180.41000366210938,182.72999572753906,42130400
2020-06-01,175.84024047851562,182.8300018310547,183.0,181.4600067138672,182.5399932861328,22622400
2020-06-02,177.84072875976562,184.91000366210938,185.0,181.35000610351562,184.25,30794600
2020-06-03,178.27354431152344,185.36000061035156,185.94000244140625,183.5800018310547,184.82000732421875,27311000
2020-06-04,175.9268035888672,182.9199981689453,185.83999633789062,182.3000030517578,184.3000030517578,28761800
2020-06-05,180.04319763183594,187.1999969482422,187.72999572753906,182.00999450683594,182.6199951171875,39893600
2020-06-08,181.1588134765625,188.36000061035156,188.5500030517578,184.44000244140625,185.94000244140625,33211600
2020-06-09,182.54380798339844,189.8000030517578,190.6999969482422,187.25999450683594,188.0,29783900
2020-06-10,189.31463623046875,196.83999633789062,198.52000427246094,191.00999450683594,191.1300048828125,43872300
2020-06-11,179.1487274169922,186.27000427246094,195.75999450683594,186.07000732421875,193.1300048828125,52854700
2020-06-12,180.56256103515625,187.74000549316406,191.72000122070312,185.17999267578125,190.5399932861328,43373600
2020-06-15,181.71664428710938,188.94000244140625,190.82000732421875,184.00999450683594,184.5800018310547,32770200
2020-06-16,186.16966247558594,193.57000732421875,195.5800018310547,191.4600067138672,192.88999938964844,42556700
2020-06-17,186.81407165527344,194.24000549316406,196.32000732421875,193.69000244140625,195.02999877929688,25687800
2020-06-18,188.8145294189453,196.32000732421875,196.49000549316406,194.0,194.0,23061600
2020-06-19,187.68923950195312,195.14999389648438,199.2899932861328,194.3699951171875,198.58999633789062,44441100
2020-06-22,192.90208435058594,200.57000732421875,200.75999450683594,195.22999572753906,195.7899932861328,32818900
2020-06-23,194.19082641601562,201.91000366210938,203.9499969482422,201.42999267578125,202.08999633789062,30917400
2020-06-24,190.27638244628906,197.83999633789062,203.25,196.55999755859375,201.60000610351562,36740600
2020-06-25,192.68084716796875,200.33999633789062,200.61000061035156,195.47000122070312,197.8000030517578,27803900
2020-06-26,188.8241424560547,196.3300018310547,199.88999938964844,194.8800048828125,199.72999572753906,54675800
2020-06-29,190.85348510742188,198.44000244140625,198.52999877929688,193.5500030517578,195.77999877929688,26701600
2020-06-30,195.72964477539062,203.50999450683594,204.39999389648438,197.74000549316406,197.8800048828125,34310300
2020-07-01,196.87411499023438,204.6999969482422,206.35000610351562,201.77000427246094,203.13999938964844,32061200
2020-07-02,198.37451171875,206.25999450683594,208.02000427246094,205.0,205.67999267578125,29315800
2020-07-06,202.64474487304688,210.6999969482422,211.1300048828125,208.08999633789062,208.8300018310547,31897600
2020-07-07,200.28842163085938,208.25,214.6699981689453,207.99000549316406,210.4499969482422,33600700
2020-07-08,204.69329833984375,212.8300018310547,213.25999450683594,208.69000244140625,210.07000732421875,33600000
2020-07-09,206.12635803222656,214.32000732421875,216.3800048828125,211.47000122070312,216.3300018310547,33121700
2020-07-10,205.501220703125,213.6699981689453,214.0800018310547,211.0800018310547,213.6199951171875,26177600
2020-07-13,199.1535186767578,207.07000732421875,215.8000030517578,206.5,214.47999572753906,38135600
2020-07-14,200.38461303710938,208.35000610351562,208.85000610351562,202.02999877929688,206.1300048828125,37591800
2020-07-15,200.08644104003906,208.0399932861328,211.3300018310547,205.02999877929688,209.55999755859375,32179400
2020-07-16,196.1239471435547,203.9199981689453,205.6999969482422,202.30999755859375,205.39999389648438,29940700
2020-07-17,195.12371826171875,202.8800048828125,205.0399932861328,201.38999938964844,204.47000122070312,31635300
2020-07-20,203.51031494140625,211.60000610351562,212.3000030517578,203.00999450683594,205.0,36884800
2020-07-21,200.76930236816406,208.75,213.94000244140625,208.02999877929688,213.66000366210938,37990400
2020-07-22,203.65460205078125,211.75,212.3000030517578,208.38999938964844,209.1999969482422,49605700
2020-07-23,194.79669189453125,202.5399932861328,210.9199981689453,202.14999389648438,207.19000244140625,67457000
2020-07-24,193.60411071777344,201.3000030517578,202.86000061035156,197.50999450683594,200.4199981689453,39827000
2020-07-27,196.05667114257812,203.85000610351562,203.97000122070312,200.86000061035156,201.47000122070312,30160900
2020-07-28,194.29664611816406,202.02000427246094,204.6999969482422,201.74000549316406,203.61000061035156,23251400
2020-07-29,196.2586212158203,204.05999755859375,204.64999389648438,202.00999450683594,202.5,19632600
2020-07-30,196.10472106933594,203.89999389648438,204.4600067138672,199.57000732421875,201.0,25079600
2020-07-31,197.1722869873047,205.00999450683594,205.10000610351562,199.00999450683594,204.39999389648438,51044000
2020-08-03,208.261474609375,216.5399932861328,217.63999938964844,210.44000244140625,211.52000427246094,78983000
2020-08-04,205.13571166992188,213.2899932861328,214.77000427246094,210.30999755859375,214.1699981689453,49280100
2020-08-05,204.7991180419922,212.94000244140625,215.0,211.57000732421875,214.89999389648438,28806400
2020-08-06,208.0787353515625,216.35000610351562,216.3699951171875,211.5500030517578,212.33999633789062,32656800
2020-08-07,204.35667419433594,212.47999572753906,215.6999969482422,210.92999267578125,214.85000610351562,27820400
2020-08-10,200.28842163085938,208.25,211.8800048828125,206.35000610351562,211.6699981689453,36716500
2020-08-11,195.60462951660156,203.3800048828125,207.64999389648438,203.13999938964844,207.16000366210938,36446500
2020-08-12,201.1925048828125,209.19000244140625,210.27999877929688,204.75,205.2899932861328,28013100
2020-08-13,200.72120666503906,208.6999969482422,211.35000610351562,208.14999389648438,209.44000244140625,22588900
2020-08-14,200.91358947753906,208.89999389648438,209.58999633789062,207.50999450683594,208.75999450683594,17958900
2020-08-17,202.24081420898438,210.27999877929688,211.19000244140625,208.9199981689453,209.60000610351562,20184800
2020-08-18,203.40455627441406,211.49000549316406,212.36000061035156,209.2100067138672,210.52999877929688,21336200
2020-08-19,202.1704864501953,209.6999969482422,212.10000610351562,209.25,211.49000549316406,27627600
2020-08-20,206.8752899169922,214.5800018310547,215.0,208.91000366210938,209.5399932861328,26981500
2020-08-21,205.371337890625,213.02000427246094,216.25,212.85000610351562,213.86000061035156,36249300
2020-08-24,206.0172576904297,213.69000244140625,215.52000427246094,212.42999267578125,214.7899932861328,25460100
2020-08-25,208.6974334716797,216.47000122070312,216.61000061035156,213.10000610351562,213.10000610351562,23043700
2020-08-26,213.2094268798828,221.14999389648438,222.08999633789062,217.36000061035156,217.8800048828125,39600800
2020-08-27,218.44444274902344,226.5800018310547,231.14999389648438,219.39999389648438,222.88999938964844,57602200
2020-08-28,220.69076538085938,228.91000366210938,230.63999938964844,226.5800018310547,228.17999267578125,26292900
2020-08-31,217.43214416503906,225.52999877929688,228.6999969482422,224.30999755859375,227.0,28774200
2020-09-01,219.10964965820312,227.27000427246094,227.4499969482422,224.42999267578125,225.50999450683594,25725500
2020-09-02,223.33241271972656,231.64999389648438,232.86000061035156,227.35000610351562,227.97000122070312,34080800
2020-09-03,209.4976348876953,217.3000030517578,229.30999755859375,214.9600067138672,229.27000427246094,58400300
2020-09-04,206.55714416503906,214.25,218.36000061035156,205.19000244140625,215.10000610351562,59664100
2020-09-08,195.38330078125,202.66000366210938,210.02999877929688,202.1999969482422,206.5,52924300
2020-09-09,203.70343017578125,211.2899932861328,214.83999633789062,206.6999969482422,207.60000610351562,45679000
2020-09-10,197.9959716796875,205.3699951171875,214.74000549316406,204.11000061035156,213.39999389648438,35461500
2020-09-11,196.70408630371094,204.02999877929688,208.6300048828125,201.24000549316406,207.1999969482422,33620100
2020-09-14,198.03457641601562,205.41000366210938,209.1999969482422,204.02999877929688,204.24000549316406,30375800
2020-09-15,201.28355407714844,208.77999877929688,209.77999877929688,206.92999267578125,208.4199981689453,21823900
2020-09-16,197.68751525878906,205.0500030517578,210.64999389648438,204.63999938964844,210.6199951171875,26328100
2020-09-17,195.62435913085938,202.91000366210938,204.3300018310547,199.9600067138672,200.0500030517578,34011300
2020-09-18,193.19479370117188,200.38999938964844,203.64999389648438,196.25,202.8000030517578,55225300
2020-09-21,195.26760864257812,202.5399932861328,202.7100067138672,196.3800048828125,197.19000244140625,39839700
2020-09-22,199.97235107421875,207.4199981689453,208.10000610351562,202.0800018310547,205.05999755859375,33517100
2020-09-23,193.3876190185547,200.58999633789062,208.10000610351562,200.02999877929688,207.89999389648438,30803800
2020-09-24,195.89425659179688,203.19000244140625,205.57000732421875,199.1999969482422,199.85000610351562,31202500
2020-09-25,200.35801696777344,207.82000732421875,209.0399932861328,202.5399932861328,203.5500030517578,29437300
2020-09-28,201.9198760986328,209.44000244140625,212.57000732421875,208.05999755859375,210.8800048828125,32004900
2020-09-29,199.8181610107422,207.25999450683594,210.07000732421875,206.80999755859375,209.35000610351562,24221900
2020-09-30,202.7779083251953,210.3300018310547,211.97999572753906,206.5399932861328,207.72999572753906,33829100
2020-10-01,204.83145141601562,212.4600067138672,213.99000549316406,211.32000732421875,213.49000549316406,27158400
2020-10-02,198.78656005859375,206.19000244140625,210.99000549316406,205.5399932861328,208.0,33154800
2020-10-05,202.82614135742188,210.3800048828125,210.41000366210938,206.97999572753906,207.22000122070312,21331600
2020-10-06,198.51663208007812,205.91000366210938,210.17999267578125,204.82000732421875,208.82000732421875,28554300
2020-10-07,202.2958526611328,209.8300018310547,210.11000061035156,206.72000122070312,207.05999755859375,25681100
2020-10-08,203.01893615722656,210.5800018310547,211.19000244140625,208.32000732421875,210.50999450683594,19925800
2020-10-09,208.06112670898438,215.80999755859375,215.86000061035156,211.22999572753906,211.22999572753906,26458000
2020-10-12,213.4503936767578,221.39999389648438,223.86000061035156,216.80999755859375,218.7899932861328,40461400
2020-10-13,214.85801696777344,222.86000061035156,225.2100067138672,220.42999267578125,222.72000122070312,28950800
2020-10-14,212.92979431152344,220.86000061035156,224.22000122070312,219.1300048828125,223.0,23421700
2020-10-15,211.77293395996094,219.66000366210938,220.36000061035156,216.00999450683594,217.10000610351562,22733100
2020-10-16,211.77293395996094,219.66000366210938,222.2899932861328,219.32000732421875,220.14999389648438,26057900
2020-10-19,206.52821350097656,214.22000122070312,222.3000030517578,213.72000122070312,220.4199981689453,27625800
2020-10-20,206.94281005859375,214.64999389648438,217.3699951171875,213.08999633789062,215.8000030517578,22753500
2020-10-21,207.08741760253906,214.8000030517578,216.9199981689453,213.1199951171875,213.1199951171875,22724900
2020-10-22,207.1741485595703,214.88999938964844,216.05999755859375,211.6999969482422,213.92999267578125,22351500
2020-10-23,208.46604919433594,216.22999572753906,216.27999877929688,213.16000366210938,215.02999877929688,18879600
2020-10-26,202.536865234375,210.0800018310547,216.33999633789062,208.10000610351562,213.85000610351562,37111600
2020-10-27,205.59303283691406,213.25,214.6699981689453,210.3300018310547,211.58999633789062,36700300
2020-10-28,195.40260314941406,202.67999267578125,208.83999633789062,202.10000610351562,207.6699981689453,51195600
2020-10-29,197.3693389892578,204.72000122070312,207.36000061035156,203.3699951171875,204.07000732421875,31432600
2020-10-30,195.20010375976562,202.47000122070312,204.2899932861328,199.6199951171875,203.5,36953700
2020-11-02,195.0651397705078,202.3300018310547,205.27999877929688,200.1199951171875,204.2899932861328,30842200
2020-11-03,199.0179443359375,206.42999267578125,208.1199951171875,203.1199951171875,203.88999938964844,27512000
2020-11-04,208.62030029296875,216.38999938964844,218.32000732421875,212.4199981689453,214.02000427246094,42311800
2020-11-05,215.27256774902344,223.2899932861328,224.1199951171875,221.14999389648438,222.0399932861328,36080100
2020-11-06,215.6871337890625,223.72000122070312,224.36000061035156,218.02999877929688,222.25999450683594,25231900
2020-11-09,210.54847717285156,218.38999938964844,228.1199951171875,217.8800048828125,224.44000244140625,44395000
2020-11-10,203.43344116210938,211.00999450683594,216.5,209.72000122070312,214.5,44045100
2020-11-11,208.77455139160156,216.5500030517578,218.0399932861328,212.1999969482422,212.38999938964844,29440800
2020-11-12,207.7044219970703,215.44000244140625,219.11000061035156,214.4600067138672,217.2100067138672,21593900
2020-11-13,208.73597717285156,216.50999450683594,217.4199981689453,214.16000366210938,216.36000061035156,18621100
2020-11-16,209.43014526367188,217.22999572753906,217.74000549316406,214.52000427246094,214.8699951171875,24953300
2020-11-17,206.75961303710938,214.4600067138672,217.67999267578125,214.0800018310547,216.10000610351562,24154100
2020-11-18,204.0337371826172,211.0800018310547,215.1699981689453,210.92999267578125,213.64999389648438,28372800
2020-11-19,205.3290252685547,212.4199981689453,213.02999877929688,209.92999267578125,211.3800048828125,24792700
2020-11-20,203.36676025390625,210.38999938964844,213.2899932861328,210.0,212.1999969482422,22843100
2020-11-23,203.09613037109375,210.11000061035156,212.2899932861328,208.16000366210938,210.9499969482422,25683500
2020-11-24,206.72096252441406,213.86000061035156,214.25,208.86000061035156,209.58999633789062,33979700
2020-11-25,206.7305908203125,213.8699951171875,215.2899932861328,212.4600067138672,215.11000061035156,21012900
2020-11-27,208.04522705078125,215.22999572753906,216.27000427246094,214.0399932861328,214.85000610351562,14512200
2020-11-30,206.92393493652344,214.07000732421875,214.75999450683594,210.83999633789062,214.10000610351562,33064800
2020-12-01,208.99249267578125,216.2100067138672,217.32000732421875,213.35000610351562,214.50999450683594,30904500
2020-12-02,208.1805419921875,215.3699951171875,215.47000122070312,212.8000030517578,214.8800048828125,23724500
2020-12-03,207.08828735351562,214.24000549316406,216.3800048828125,213.64999389648438,214.61000061035156,25120900
2020-12-04,207.20428466796875,214.36000061035156,215.3800048828125,213.17999267578125,214.22000122070312,24666000
2020-12-07,207.13661193847656,214.2899932861328,215.5399932861328,212.99000549316406,214.3699951171875,24620000
2020-12-08,208.79916381835938,216.00999450683594,216.9499969482422,212.88999938964844,213.97000122070312,23284100
2020-12-09,204.72972106933594,211.8000030517578,215.22999572753906,211.2100067138672,215.16000366210938,32440600
2020-12-10,203.492431640625,210.52000427246094,213.0800018310547,210.36000061035156,211.77000427246094,26733300
2020-12-11,206.1409454345703,213.25999450683594,213.32000732421875,209.11000061035156,210.0500030517578,30979400
2020-12-14,207.04959106445312,214.1999969482422,216.2100067138672,212.8800048828125,213.10000610351562,28798400
2020-12-15,206.98193359375,214.1300048828125,215.4199981689453,212.24000549316406,215.1699981689453,27000600
2020-12-16,211.95997619628906,219.27999877929688,220.11000061035156,214.72000122070312,214.75,35023300
2020-12-17,212.09536743164062,219.4199981689453,220.88999938964844,217.9199981689453,219.8699951171875,32515800
2020-12-18,211.29302978515625,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,63354900
2020-12-21,215.15951538085938,222.58999633789062,224.0,217.27999877929688,217.5500030517578,37181900
2020-12-22,216.46444702148438,223.94000244140625,225.6300048828125,221.85000610351562,222.69000244140625,22612200
2020-12-23,213.64190673828125,221.02000427246094,223.55999755859375,220.8000030517578,223.11000061035156,18699600
2020-12-24,215.31419372558594,222.75,223.61000061035156,221.1999969482422,221.4199981689453,10550600
2020-12-28,217.450439453125,224.9600067138672,226.02999877929688,223.02000427246094,224.4499969482422,17933500
2020-12-29,216.66746520996094,224.14999389648438,227.17999267578125,223.5800018310547,226.30999755859375,17403200
2020-12-30,214.27989196777344,221.67999267578125,225.6300048828125,221.47000122070312,225.22999572753906,20272300
2020-12-31,214.9951934814453,222.4199981689453,223.0,219.67999267578125,221.6999969482422,20942100
2021-01-04,210.42306518554688,217.69000244140625,223.0,214.80999755859375,222.52999877929688,37130100
2021-01-05,210.62608337402344,217.89999389648438,218.52000427246094,215.6999969482422,217.25999450683594,23823000
2021-01-06,205.16470336914062,212.25,216.49000549316406,211.94000244140625,212.1699981689453,35930700
2021-01-07,211.00303649902344,218.2899932861328,219.33999633789062,213.7100067138672,214.0399932861328,27694500
2021-01-08,212.2886505126953,219.6199951171875,220.5800018310547,217.02999877929688,218.67999267578125,22956200
2021-01-11,210.22975158691406,217.49000549316406,218.91000366210938,216.72999572753906,218.47000122070312,23031300
2021-01-12,207.75521850585938,214.92999267578125,217.10000610351562,213.32000732421875,216.5,23249300
2021-01-13,209.1181182861328,216.33999633789062,216.75999450683594,213.92999267578125,214.02000427246094,20087100
2021-01-14,205.9089813232422,213.02000427246094,217.4600067138672,212.74000549316406,215.91000366210938,29480800
2021-01-15,205.55133056640625,212.64999389648438,214.50999450683594,212.02999877929688,213.52000427246094,31746500
2021-01-19,209.21485900878906,216.44000244140625,216.97999572753906,212.6300048828125,213.75,30480900
2021-01-20,216.85108947753906,224.33999633789062,225.7899932861328,217.2899932861328,217.6999969482422,37777300
2021-01-21,217.4600372314453,224.97000122070312,226.3000030517578,222.4199981689453,224.6999969482422,30709400
2021-01-22,218.40740966796875,225.9499969482422,230.07000732421875,225.8000030517578,227.0800018310547,30172700
2021-01-25,221.8678436279297,229.52999877929688,229.77999877929688,224.22000122070312,229.1199951171875,33152100
2021-01-26,224.5743865966797,232.3300018310547,234.17999267578125,230.0800018310547,231.86000061035156,49169600
2021-01-27,225.1253204345703,232.89999389648438,240.44000244140625,230.13999938964844,238.0,69870600
2021-01-28,230.9540557861328,238.92999267578125,242.63999938964844,235.08999633789062,235.61000061035156,49111200
2021-01-29,224.21673583984375,231.9600067138672,238.02000427246094,231.35000610351562,235.99000549316406,42503100
2021-02-01,231.65000915527344,239.64999389648438,242.5,232.42999267578125,235.05999755859375,33314200
2021-02-02,231.5146942138672,239.50999450683594,242.30999755859375,238.69000244140625,241.3000030517578,25916300
2021-02-03,234.88818359375,243.0,245.08999633789062,239.25999450683594,239.57000732421875,27158100
2021-02-04,233.9312286376953,242.00999450683594,243.24000549316406,240.3699951171875,242.66000366210938,25296100
2021-02-05,234.1149139404297,242.1999969482422,243.27999877929688,240.4199981689453,242.22999572753906,18054800
2021-02-08,234.37591552734375,242.47000122070312,243.67999267578125,240.80999755859375,243.14999389648438,22211900
2021-02-09,235.63250732421875,243.77000427246094,244.75999450683594,241.3800048828125,241.8699951171875,23565000
2021-02-10,234.71424865722656,242.82000732421875,245.9199981689453,240.88999938964844,245.0,22186700
2021-02-11,236.3284454345703,244.49000549316406,245.14999389648438,242.14999389648438,244.77999877929688,15751100
2021-02-12,236.81173706054688,244.99000549316406,245.3000030517578,242.72999572753906,243.92999267578125,16561100
2021-02-16,235.5648193359375,243.6999969482422,246.1300048828125,242.9199981689453,245.02999877929688,26728500
2021-02-17,236.59181213378906,244.1999969482422,244.30999755859375,240.94000244140625,241.32000732421875,21653500
2021-02-18,236.19456481933594,243.7899932861328,243.92999267578125,240.86000061035156,241.8000030517578,16925600
2021-02-19,233.46243286132812,240.97000122070312,243.86000061035156,240.17999267578125,243.75,25262600
2021-02-22,227.2036895751953,234.50999450683594,237.92999267578125,232.39999389648438,237.4199981689453,36446900
2021-02-23,226.0023193359375,233.27000427246094,234.8300018310547,228.72999572753906,230.3300018310547,30228700
2021-02-24,227.24246215820312,234.5500030517578,235.1999969482422,229.0,230.00999450683594,26339700
2021-02-25,221.85565185546875,228.99000549316406,234.58999633789062,227.8800048828125,232.0800018310547,39542200
2021-02-26,225.14004516601562,232.3800048828125,235.3699951171875,229.5399932861328,231.52999877929688,37819200
2021-03-01,229.55796813964844,236.94000244140625,237.47000122070312,233.14999389648438,235.89999389648438,25324000
2021-03-02,226.58363342285156,233.8699951171875,237.3000030517578,233.4499969482422,237.00999450683594,22812500
2021-03-03,220.47023010253906,227.55999755859375,233.5800018310547,227.25999450683594,232.16000366210938,34029500
2021-03-04,219.66607666015625,226.72999572753906,232.49000549316406,224.25999450683594,226.74000549316406,44727800
2021-03-05,224.3843536376953,231.60000610351562,233.27000427246094,226.4600067138672,229.52000427246094,41872800
2021-03-08,220.30552673339844,227.38999938964844,233.3699951171875,227.1300048828125,231.3699951171875,35267400
2021-03-09,226.49642944335938,233.77999877929688,235.3800048828125,231.6699981689453,232.8800048828125,33080500
2021-03-10,225.1787872314453,232.4199981689453,237.0,232.0399932861328,237.0,29746800
2021-03-11,229.74208068847656,237.1300048828125,239.1699981689453,234.30999755859375,234.9600067138672,29907600
2021-03-12,228.40505981445312,235.75,235.82000732421875,233.22999572753906,234.00999450683594,22653700
2021-03-15,227.49435424804688,234.80999755859375,235.19000244140625,231.80999755859375,234.9600067138672,26034900
2021-03-16,230.3040008544922,237.7100067138672,240.05999755859375,235.94000244140625,236.27999877929688,28092200
2021-03-17,229.6548614501953,237.0399932861328,238.5500030517578,233.22999572753906,236.14999389648438,29562100
2021-03-18,223.53175354003906,230.72000122070312,234.19000244140625,230.3300018310547,232.55999755859375,34833000
2021-03-19,223.17333984375,230.35000610351562,232.47000122070312,229.35000610351562,231.02000427246094,46430700
2021-03-22,228.63760375976562,235.99000549316406,236.89999389648438,230.13999938964844,230.27000427246094,30127000
2021-03-23,230.17803955078125,237.5800018310547,241.0500030517578,237.07000732421875,237.49000549316406,31638400
